824,966,893,775,691,8.31,12.58,90.23
823,967,897,774,690,8.29,12.26,90.23
822,967,896,774,688,8.30,12.42,90.24
821,969,899,773,689,8.39,12.50,90.29
822,967,903,773,691,8.26,12.50,90.28
821,968,906,772,691,8.29,12.41,90.28
822,971,913,772,692,8.34,12.43,90.19
821,970,918,773,695,8.37,12.40,90.10
821,967,921,773,696,8.36,12.62,90.00
819,969,931,774,696,8.39,12.72,89.98
820,968,939,775,698,8.39,12.67,89.96
818,965,945,776,703,8.33,12.54,89.86
819,965,948,775,704,8.28,12.58,89.79
820,966,956,779,704,8.21,12.76,89.76
818,965,965,786,706,8.29,12.56,89.74
816,969,977,796,706,8.28,12.74,89.68
818,973,986,807,707,8.36,12.95,89.43
817,980,987,814,709,8.34,13.34,89.28
816,979,994,818,709,8.44,13.54,89.21
813,983,996,823,711,8.48,13.52,89.14
811,983,1003,826,716,8.47,13.30,89.14
810,985,1005,829,714,8.34,13.47,89.48
810,987,1007,829,714,8.35,13.65,89.79
809,987,1008,829,715,8.31,13.75,90.03
808,987,1008,829,716,8.33,13.89,90.25
809,987,1007,830,716,8.29,13.98,90.43
808,986,1007,830,716,8.31,14.15,90.64
808,990,1006,833,716,8.38,14.13,90.81
808,990,1005,835,715,8.34,14.06,90.90
809,989,1003,838,717,8.32,14.06,90.95
806,992,998,839,715,8.31,14.09,90.98
803,992,994,840,713,8.30,14.13,90.97
800,995,993,844,711,8.26,14.07,90.95
798,993,992,849,710,8.33,14.20,90.93
797,992,991,851,711,8.32,14.42,90.92
796,993,990,850,709,8.31,14.55,90.90
793,994,989,852,706,8.43,14.54,90.88
791,994,987,855,706,8.54,14.60,90.87
790,996,987,854,705,8.46,14.48,90.83
789,996,986,856,705,8.45,14.45,90.79
787,994,984,858,705,8.43,14.59,90.69
787,992,983,858,704,8.41,14.70,90.60
786,991,983,857,702,8.40,14.75,90.56
785,991,982,860,702,8.47,14.83,90.53
784,990,981,863,703,8.39,14.97,90.48
783,987,980,864,702,8.42,14.99,90.59
784,983,979,867,701,8.40,14.80,90.66
786,981,978,867,701,8.41,14.71,90.69
803,982,977,865,701,8.37,14.96,90.72
855,976,978,864,702,8.36,15.09,90.80
916,970,982,867,702,8.34,14.77,90.92
962,965,979,865,701,8.35,14.52,90.99
983,961,979,863,701,8.34,14.56,91.04
996,960,976,859,700,8.36,14.56,91.09
1011,960,977,859,702,8.36,14.56,91.10
1006,958,976,856,699,8.44,14.56,91.12
1000,957,976,857,699,8.44,14.67,91.11
1000,956,974,856,700,8.44,14.64,91.11
1002,953,973,857,699,8.41,14.65,91.10
999,953,971,857,701,8.42,14.54,91.01
1002,950,972,855,700,8.43,14.45,90.76
1002,952,970,855,700,8.40,14.36,90.53
994,951,969,856,700,8.37,14.46,90.33
987,949,969,855,699,8.36,14.54,90.22
988,951,969,854,699,8.28,14.44,90.30
992,950,970,855,698,8.30,14.35,90.50
988,949,971,854,698,8.35,14.46,90.68
978,950,971,852,697,8.33,14.52,90.83
974,949,972,852,698,8.30,14.47,90.93
968,948,973,853,698,8.32,14.47,90.80
966,948,973,851,698,8.31,14.58,90.69
964,949,971,851,696,8.32,14.61,90.63
955,947,970,851,696,8.40,14.66,90.59
945,947,969,850,696,8.34,14.72,90.53
941,945,969,848,696,8.38,14.75,90.64
938,947,968,848,695,8.40,14.72,90.72
935,946,967,847,695,8.38,14.65,90.76
933,947,966,847,696,8.40,14.75,90.80
933,947,966,845,695,8.35,14.72,90.81
931,946,966,846,695,8.35,14.65,90.69
929,946,965,846,695,8.34,14.73,90.57
932,946,965,846,695,8.33,14.81,90.51
930,946,964,845,694,8.35,14.86,90.48
927,946,964,844,695,8.43,14.79,90.48
930,945,963,844,694,8.39,14.70,90.46
927,945,963,844,694,8.41,14.70,90.46
928,945,963,844,693,8.43,14.66,90.46
927,944,961,843,692,8.40,14.63,90.44
925,945,960,844,692,8.42,14.58,90.57
923,943,960,845,692,8.43,14.65,90.78
922,943,959,846,693,8.52,14.65,90.99
922,942,958,846,694,8.49,14.56,91.12
921,942,957,847,697,8.54,14.53,91.22
920,943,956,848,700,8.67,14.58,91.14
919,940,954,849,705,8.80,14.62,90.94
920,941,951,847,711,8.76,14.66,90.79
917,939,947,844,716,8.74,14.68,90.67
917,937,945,845,721,8.84,14.73,90.60
914,934,943,848,730,8.98,14.77,90.66
910,931,942,845,737,8.92,14.44,90.69
